title,snippet,link
And the bit goes down: Revisiting the quantization of neural networks,"… our approach for quantizing a neural network. We quantize the network sequentially starting … We guide the compression of the student network by the non-compressed teacher network, …",https://arxiv.org/pdf/1907.05686.pdf?utm_campaign=ExternalTechRecSeptember52019&utm_content=100275348&utm_medium=social&utm_source=twitter&hss_channel=tw-992153930095251456
Quantization networks,"… of neural network quantization. … bit quantization of deep neural networks from the perspective of non-linear functions. Inspired by activation functions in DNNs, a soft quantization function …",https://openaccess.thecvf.com/content_CVPR_2019/papers/Yang_Quantization_Networks_CVPR_2019_paper.pdf
Low-bit quantization of neural networks for efficient inference,"… quantization framework for neural networks. We analyze the MMSE quantization problem and propose optimal quantization … The hardware-aware partitioning of the network parameters, …",https://arxiv.org/pdf/1902.06822
A white paper on neural network quantization,… We start with an introduction to quantization and discuss hardware and practical … regimes of quantizing neural networks: Post-Training Quantization (PTQ) and QuantizationAware …,https://arxiv.org/pdf/2106.08295
A survey of quantization methods for efficient neural network inference,"… Thus, it is not surprising that quantization has emerged … Neural Networks. In this article, we survey approaches to the problem of quantizing the numerical values in deep Neural Network …",https://arxiv.org/pdf/2103.13630.pdf?trk=public_post_comment-text
Uniq: Uniform noise injection for non-uniform quantization of neural networks,"… We present a novel method for neural network quantization. Our method, named UNIQ, emulates a nonuniformk-quantile quantizer and adapts the model to perform well with quantized …",https://arxiv.org/pdf/1804.10969
Hawq: Hessian aware quantization of neural networks with mixed-precision,"… quantizing the model to a target precision. Here, we introduce Hessian AWare Quantization (HAWQ), a novel second-order quantization … of the relative quantization precision of each …",https://openaccess.thecvf.com/content_ICCV_2019/papers/Dong_HAWQ_Hessian_AWare_Quantization_of_Neural_Networks_With_Mixed-Precision_ICCV_2019_paper.pdf
A comprehensive survey on model quantization for deep neural networks in image classification,"… We describe using the scale factor and the clustering-based approaches for approximating the quantization levels accurately. Additionally, the training of a quantized neural network …",https://www.academia.edu/download/104789540/2205.07877.pdf
Least squares binary quantization of neural networks,… Training binary networks The loss functions in our quantized neural networks are non-differentiable due to the sign function in the quantizers. To address this challenge we use the …,http://openaccess.thecvf.com/content_CVPRW_2020/papers/w40/Pouransari_Least_Squares_Binary_Quantization_of_Neural_Networks_CVPRW_2020_paper.pdf
Releq: an automatic reinforcement learning approach for deep quantization of neural networks,"… Albeit alluring, quantization can lead to significant accuracy … accuracy, while benefiting from quantization the following two … tune quantized neural networks given a level of quantization …",https://par.nsf.gov/servlets/purl/10111602
Hawq-v2: Hessian aware trace-weighted quantization of neural networks,"… Quantization is an effective method for reducing memory footprint and inference time of Neural Networks. However, ultra low precision quantization could lead to significant degradation …",https://proceedings.neurips.cc/paper/2020/file/d77c703536718b95308130ff2e5cf9ee-Paper.pdf
ReLeQ : A Reinforcement Learning Approach for Automatic Deep Quantization of Neural Networks,"… To this end, quantization of neural networks provides a path … Albeit alluring, quantization can lead to significant accuracy … have developed techniques for quantized training.However, this …",https://ieeexplore.ieee.org/ielaam/40/9186208/9141414-aam.pdf
Linear symmetric quantization of neural networks for low-precision integer hardware,… on the quantization of neural networks. Quantization technique is also closely related to the implementation of specialized hardware that maps the procedure of network inference onto …,https://openreview.net/pdf?id=H1lBj2VFPS
Adabits: Neural network quantization with adaptive bit-widths,… study specific methods to train quantized neural networks adaptive to different requirements… -precision quantization. We find that an adaptive model produced by a joint quantization …,http://openaccess.thecvf.com/content_CVPR_2020/papers/Jin_AdaBits_Neural_Network_Quantization_With_Adaptive_Bit-Widths_CVPR_2020_paper.pdf
Quantization and deployment of deep neural networks on microcontrollers,… in our MicroAI framework for deep neural networks quantization. Section 5 details our … framework MicroAI and two popular embedded neural network frameworks (TensorFlow Lite for …,https://www.mdpi.com/1424-8220/21/9/2984/pdf
Hawq-v3: Dyadic neural network quantization,… to quantized integer values. This hidden cost limits the latency improvement realized by quantizing Neural Networks. … -precision integer-only quantization framework. The contributions of …,http://proceedings.mlr.press/v139/yao21a/yao21a.pdf
Efficient quantization for neural networks with binary weights and low bitwidth activations,… quantization strategy in which we formulate the forward and backward approximation of weights with binary values and quantize … of our quantized neural networks with binarized weights …,https://ojs.aaai.org/index.php/AAAI/article/download/4273/4151
Secure evaluation of quantized neural networks,"… our quantized neural networks. Finally, to illustrate the advantages of our approach with respect to constructing ad-hoc MPC protocols that are only suitable to certain type of models, we …",https://arxiv.org/pdf/1910.12435
"Federated deep learning for cyber security in the internet of things: Concepts, applications, and experimental analysis","… in federated learning-based security and privacy systems. Finally, we provide an experimental analysis of federated deep learning with three deep learning … ), and Deep Neural Network (…",https://ieeexplore.ieee.org/iel7/6287639/6514899/09562531.pdf
